key,text,english,notes
caesarea,Paavali vangittuna Kesareassa n. 56-58 jKr.,Paul in custody in Caesarea c. 56-58 C.E.,
rome1,Paavalin ensimmäinen vankeus Roomassa n. 59-61 jKr.,Paul’s first imprisonment in Rome c. 59-61 C.E.,
rome2,"Paavalin toinen vankeus Roomassa n. 65 jKr., 2. Timoteukselle kirjoitettu, Paavali teloitettiin","Paul’s second imprisonment in Rome c. 65 CE, 2 Timothy written, Paul executed",
Julius,Julius,Julius,
Augustus,Augustus,Augustus,
Tiberius,Tiberius,Tiberius,
Caligula,Caligula,Caligula,
Claudius,Claudius,Claudius,
Nero,Nero,Nero,
Galba-Otho-Vitellius,"Galba, Otho ja Vitellius (Neljän keisarin vuosi)","Galba, Otho and Vitellius (Year of the Four Emperors)",
Vespasian,Vespasianus,Vespasian,
event_exodus,Exodus Egyptistä nisanin 14. päivänä 1513 eaa.,"Exodus from Egypt on Nisan 14th, 1513 B.C.E.",
event_division_kingdom,Israelin jako 997 eaa,Division of Israel 997 BCE,
event_destruction_samaria,Samarian tuho 740 eaa. Assyrian toimesta,Destruction of Samaria 740 B.C.E. by Assyria,
event_destruction_samaria2,740 eaa. Assyrian toimesta,740 B.C.E. by Assyria,
event_destruction_jerusalem1,"Jerusalemin tuho 607 eaa. Babylon, 390 vuotta valtakunnan jakamisen jälkeen (Hesekiel 4:5)","Destruction of Jerusalem 607 B.C.E. by Babylon, 390 years after the division of the kingdom (Ezekiel 4:5)",
event_temple_rebuilt,Jerusalemin temppeli rakennettiin uudelleen 515 eaa.,Temple in Jerusalem rebuilt 515 B.C.E.,
event_jerusalem_rebuilt,Jerusalemin muuri rakennettiin uudelleen 455 eaa.,Jerusalem wall rebuilt 455 B.C.E.,
event_destruction_jerusalem2,Rooma tuhosi Jerusalemin vuonna 70 Tituksen johdolla,Destruction of Jerusalem 70 C.E. by Rome under Titus,
event_1914,"Kansakuntien ajan loppu, Jumalan valtakunta alkaa hallita taivaassa 1914 jKr.","End of the time of the nations, Gods kingdom starts to rule in heaven 1914 C.E. ",
became_king,tuli kuningas iässä,became king at age,
vulgate,Vulgata valmistui Hieronymus (Raamatun latinalainen käännös) c. 405 jKr.,Vulgate completed by Jerome (Latin translation of the bible) c. 405 C.E.,
gutenberg,Gutenbergin raamattu painettu 1455,Gutenberg bible printed 1455,
erasmus,"Raamatun kreikkalaisten kirjoitusten kreikkalainen teksti, jonka julkaisi Desiderius Erasmus Rotterdamilainen 1516",Greek text of Christian Greek Scriptures published by Desiderius Erasmus of Rotterdam 1516,
luther,Lutherin raamatunkäännös syyskuussa 1522,Luther Bible translation in September 1522,
tyndale,Tyndalen englanninkielinen raamatunkäännös 1536,English Bible translation by Tyndale 1536,
king_james,King James Bible 1611,King James Bible 1611,
69weeks3,"Jeesus aloittaa palveluksensa vuonna 29 (Luukas 3:1, 21)","Jesus starts his service 29 CE (Luke 3:1, 21)",
ransom,"keskellä viikkoa ""uhri lopettamiseksi"" Daniel 9:27",middle of week “sacrifice to cease” Daniel 9:27,
cornelius,Kornelius kastettiin 70 viikon lopussa (Daniel 9:24) vuonna 36 jKr.,Cornelius baptized at the end of 70 weeks (Daniel 9:24) in 36 C.E.,
columbus,esikolumbiaanisen ajanjakson lopussa Amerikassa 1492,end of the pre-columbian period in the Americas 1492,
declaration_independence,Amerikan 13 siirtokunnan itsenäisyysjulistus 1776,declaration of independence of 13 colonies in America 1776,
tischendorf,Tischendorf löytää Codex Sinaiticuksen 400-luvulta vuonna 1844,Tischendorf discovers the Codex Sinaiticus from the 4th century in 1844,
dead_sea_scrolls,Kuolleenmeren kääröt kirjoitettu,Dead Sea Scrolls written,
septuagint,Septuaginta LXX käännetty,Septuagint LXX translated,
watchtower,Siionin vartiotornin ja Kristuksen läsnäolon kuuluttajan ensimmäinen numero ilmestyy vuonna 1879,The first issue of “Zion’s Watch Tower and Herald of Christ’s Presence” is published in 1879,
photodrama,"""Photo-Drama of Creation"" esitetään ensimmäisen kerran New Yorkissa 11. tammikuuta 1914.","The “Photo-Drama of Creation” is first shown in New York on January 11, 1914",
jehovahs_witnesses,"Raamatuntutkijat ottivat käyttöön uuden nimen – Jehovan todistajat. Columbuksessa, Ohiossa, 1931","The Bible Students adopted a new name – Jehovah’s Witnesses. In Columbus, Ohio, 1931",
gilead_school,Vartiotornin Gileadin raamattukoulu alkoi maanantaina 1. helmikuuta 1943,"Watchtower Bible School of Gilead began on Monday, February 1, 1943",
new_world_translation1,"”Pyhien kirjoitusten uuden maailman käännös” julkaistiin Manchesterissa, Englannissa 18. kesäkuuta 1960","“New World Translation of the Holy Scriptures” released in Manchester, England on June 18, 1960",
truth_book,"Kirja ""Totuus, joka johtaa ikuiseen elämään"" julkaistiin vuonna 1968",The book “The Truth That Leads to Eternal Life” released 1968,
metropolitan,Pääkaupunkiseudun todistaminen alkoi vuonna 2011,Start of metropolitan witnessing in 2011,
jw_org,JW.ORG:n aloitus ohjeilla valtakunnan palveluksessa joulukuussa 2012,Start of JW.ORG with instructions in kingdom ministry December 2012,
new_world_translation2,Vuosikokouksessa 2013 julkaistu tarkistettu ”Pyhien kirjoitusten uuden maailman käännös”.,Revised “New World Translation of the Holy Scriptures” released at annual meeting 2013,
jw_broadcasting,Jw.broadcasting alkaa lokakuussa 2014,Start of jw.broadcasting in October 2014,
meeting_workbook,"Uusi keskiviikon kokouksen muoto ""kokoustyökirjalla"" tammikuusta 2016 alkaen",New format of midweek meeting with “meeting workbook” starting January 2016,
covid19,"Globaali Covid-19-pandemia johtaa lukituksiin, karanteeniin ja zoom-kokouksiin","Global Covid-19 pandemic leads to lockdowns, quarantine and zoom-meetings",
cold_war,"Geopoliittinen tilanne ""kylmä sota"" 1945-1991",Geopolitical situation labeled “Cold War” 1945-1991,
timeline_created,"Tämä aikajana luotiin vuonna 2023, ihmiskunnan historian kuumin vuosi ja viimeiset 125 000 vuotta","This timeline was created in 2023, the hottest year in human history and the last 125,000 years",
codex_sinaiticus,Codex Sinaiticus kirjoitettu,Codex Sinaiticus written,
codex_vaticanus,Codex Vaticanus kirjoitettu,Codex Vaticanus written,
leningrad_codex,Leningrad Codex kirjoitettu Kairossa AD 1008,Leningrad Codex written in Cairo AD 1008,
john,Johannes kirjoittaa ”ilmoitusta” ollessaan maanpaossa Patmosella vuosina 96–98.,John writes “revelation” while exiled on Patmos 96-98 C.E.,
nicaea1,Nikean ensimmäinen kirkolliskokous,First Council of Nicaea,
buddha,Buddha – Siddhartha Gautama n. 563–483 eaa.,The Buddha – Siddhartha Gautama c.563-c.483 B.C.E,
buddha2,Buddha vaihtoehtoisesti c. 480-400 eaa.,Buddha alternatively c. 480-400 B.C.E.,
mohammed,Mohammed c. 570-632 eaa.,Mohammed c. 570-632 C.E.,
confucius,Konfutse n. 551 - noin 479 eaa.,Confucius c.551-c.479 B.C.E.,
hijrah,Hijrah - Matka Mekkaan Medinaan 16. heinäkuuta 622,Hijrah - Journey Mecca to Medina 16 July 622,
moses_escape,"1553 eaa. Mooseksen on paettava Egyptiä – 2. Moos. 2:15, Apostolien teot 7:23","1553 B.C.E. Moses has to escape Egypt – Exodus 2:15, Acts 7:23",
10plagues,1513 eaa. Egypti saa 10 vitsausta,1513 B.C.E Egypt receives 10 plagues,
joseph_sold,Joosef myi orjaksi 17-vuotiaana – 1 Moos 37:2,Joseph sold as slave at the age of 17 – Gen 37:2,
infliction,400 vuoden tuho (Apostolien teot 7:6) – Ismael 1913 eaa.,400 year infliction (Acts 7:6) – Ishmael 1913 B.C.E,
Alexander,Aleksanteri Suuri (Daniel 11:3),Alexander the Great (Daniel 11:3),
persia,"Kyyros Suuri, Kambyses II, Dareios I 490 eaa., Kserkses I 480 eaa. (Esterin aviomies, Daniel 11:2)","Cyrus the Great, Cambyses II, Darius I 490 BCE, Xerxes I 480 BCE (husband of Esther, Daniel 11:2)",
persia2,Persia,Persia,
king_north,"Seleucus I Nicator (v5) Syyria Antiokhos III:lle (v10) ja Seleucus IV (v18, 19) Octavianukselle (v20) ja Tiberiukselle (v21-24)","Seleucus I Nicator (v5) Syria to Antiochus III (v10) and Seleucus IV (v18, 19) down to Octavian (v20) and Tiberius (v21-24)",
king_north1,Pohjoisen kuningas,King of the North,
king_south,"Ptolemaios I, II, III, IV (v11, 12), V (v15, 16) taisteluun Actium 31 eaa.","Ptolemy I, II, III, IV (v11, 12), V (v15, 16) to the battle Actium 31 B.C.E.",
king_south1,Etelän kuningas,King of the South,
king_south2,"Brittiläinen imperiumi 1870, angloamerikkalainen maailmanvalta vuodesta 1914","British empire 1870, Anglo-American World Power since 1914",
king_south3,Etelän kuningas,King of the South,
king_north2,"Saksa keisari William I:n kanssa 1871 (v28), 1914 (v29), 1935 (v30b), 1939 (v31a)","Germany with Emperor William I 1871 (v28), 1914 (v29), 1935 (v30b), 1939 (v31a)",
king_north3,pohjoinen,North,
king_north4,"Neuvostoliitto 1945-1991 (Daniel 11:32-39, 40b, 41)","Soviet Union 1945-1991 (Daniel 11:32-39, 40b, 41)",
king_north5,Venäjä vuodesta 2017 (w20. toukokuuta),Russia since 2017 (w20 May),
time_of_end,"Kristuksen läsnäolo, asiainjärjestelmän päättyminen (Matt 24:3), viimeiset päivät (2Ti 3:1)","Presence of Christ, Conclusion of the system of things (Matt 24:3), the last days (2Ti 3:1)",
time_of_end2,viimeiset päivät,last days,
suryavaman2,Kuningas Suryavarman II rakentaa Angkor Watin 1113-1150,King Suryavarman II builds Angkor Wat 1113-1150,
notre-dame,Notre-Dame de Paris rakennettiin 1163-1260,Notre-Dame de Paris built 1163-1260,
ming-dynasty,Ming-dynastia keisarillisessa Kiinassa 1368-1644,Ming dynasty in imperial China 1368-1644,
jehoiada,Jehoiada,Jehoiada,
babel,rakennettu Baabelin torni,tower of Babel built,
Haggai,Haggai,Haggai,
Zephaniah,Sefanja,Zephaniah,
Zerubbabel,Serubbaabel (Luukas 3:27),Zerubbabel (Luke 3:27),
Babylon,"Daniel 2:32, 36-38; 7:4","Daniel 2:32, 36-38; 7:4",
Medopersia,"Daniel 2:32, 39; 7:5","Daniel 2:32, 39; 7:5",
Greece,"Daniel 2:32, 39; 7:6","Daniel 2:32, 39; 7:6",
Rome,"Daniel 2:33, 40; 7:7","Daniel 2:33, 40; 7:7",
Angloamerica,"Daniel 2:33, 41-43","Daniel 2:33, 41-43",
Babylon_c,Babylon,Babylon,
Medopersia_c,Medo-Persia,Medo-Persia,
Greece_c,Greece,Greece,
Rome_c,Rome,Rome,
Angloamerica_c,Anglo-America,Anglo-America,
infliction1,400 year infliction,400 year infliction,Acts 7:6
infliction2,Acts 7:6,Acts 7:6,
Jacob2,Jacob/,Jacob/,Jacob/Israel 1858-1711 – 147 years
Israel,Israel,Israel,
Sarah,Sarah,Sarah,2008-1881 BCE – 127 years
Hagar,Hagar,Hagar,Genesis 21:14
Haran,Haran,Haran,Genesis 11:26
Nahor,Nahor,Nahor,
Reumah,Reumah,Reumah,Concubine – 4 sons
Milcah,Milcah,Milcah,8 sons (Bethuel and 7 more)
Lot,Lot,Lot,
Lots_wife,Lot’s wife,Lot’s wife,
Lots_daughters,Daughters of Lot,Daughters of Lot,
Moab,Moab (older daughter),Moab (older daughter),
Ammon,Ben-ammi (Ammon),Ben-ammi (Ammon),
Bethuel,Bethuel,Bethuel,
Rebekah,Rebekah,Rebekah,
Laban,Laban,Laban,
Leah,Leah,Leah,Genesis 35:23
Rachel,Rachel,Rachel,Genesis 35:24
Bilhah,Bilhah,Bilhah,Genesis 35:25
Zilpah,Zilpah,Zilpah,Genesis 35:26
Reuben,Reuben,Reuben,
Simeon,Simeon,Simeon,
Levi,Levi,Levi,
Judah,Judah,Judah,
Issachar,Issachar,Issachar,
Zebulun,Zebulun,Zebulun,
Dinah,Dinah,Dinah,Genesis 34
Esau,Esau/,Esau/,
Edom,Edom,Edom,
Ishmael,Ishmael,Ishmael,
Manasseh2,(Manasseh,(Manasseh,
Ephraim,and Ephraim),and Ephraim),
Benjamin,Benjamin,Benjamin,
Dan,Dan,Dan,
Naphtali,Naphtali,Naphtali,
Gad ,Gad ,Gad ,
Asher,Asher,Asher,
Milcah1,"Uz, Buz, Kemuel,","Uz, Buz, Kemuel,",
Milcah2,"Chesed, Hazo,","Chesed, Hazo,",
Milcah3,"Pildash, Jidlaph","Pildash, Jidlaph",
Tebah,Tebah,Tebah,
Gaham,Gaham,Gaham,
Tahash,Tahash,Tahash,
Maacah,Maacah,Maacah,
Mahalath,Mahalath/,Mahalath/,"Genesis 28:8, 9"
Basemath,Base·math,Base·math,"Genesis36:3, 4"
Reuel,Reuel,Reuel,"36:13, 17"
Nahath,Nahath,Nahath,
Zerah,Zerah,Zerah,
Schammah,Schammah,Schammah,
Mizzah,Mizzah,Mizzah,
Adah,Adah,Adah,"36:11, 12, 15, 16"
Eliphaz,Eliphaz,Eliphaz,
Teman,Teman,Teman,
Omar,Omar,Omar,
Zepho,Zepho,Zepho,
Kenaz,Kenaz,Kenaz,
Korah,Korah,Korah,
Gatam,Gatam,Gatam,
Amalek,Amalek,Amalek,
Oholibamah,Oholibamah,Oholibamah,"36:14, 18"
Jeush,Jeush,Jeush,
Jalam,Jalam,Jalam,
Korah,Korah,Korah,
Nebaioth,Nebaioth,Nebaioth,Genesis 25:13
Kedar,Kedar,Kedar,
Adbeel,Adbeel,Adbeel,
Mibsam,Mibsam,Mibsam,
Mishma,Mishma,Mishma,
Dumah,Dumah,Dumah,
Massa,Massa,Massa,
Hadad,Hadad,Hadad,
Tema,Tema,Tema,
Jetur,Jetur,Jetur,
Naphish,Naphish,Naphish,
Kedemah,Kedemah,Kedemah,
Babylon2, , ,no text left and right – empty!
terahfam,members of Terah’s family,members of Terah’s family,
rosetta,Rosetta stone 196 B.C.E.,Rosetta stone 196 B.C.E.,
Herodotus,Herodotus c. 484 – c. 425 B.C.E.,Herodotus c. 484 – c. 425 B.C.E.,Father of History
Aristotle,Aristotle 384 – 322 BC,Aristotle 384 – 322 BC,"The First Teacher, The Philosopher"
Ptolemy,Ptolemy c 100 – c. 170 C.E.,Ptolemy c 100 – c. 170 C.E.,
Pythagoras,Pythagoras c. 570 – c. 495 BC,Pythagoras c. 570 – c. 495 BC,
Plato,Plato c. 427 – c. 348 BC,Plato c. 427 – c. 348 BC,
Socrates,Socrates c. 470 – c. 399 BC,Socrates c. 470 – c. 399 BC,
Josephus,Josephus c. 37 – c. 100 C.E.,Josephus c. 37 – c. 100 C.E.,
Cicero,Cicero 106–43 BC,Cicero 106–43 BC,"influence on Latin language, 3 Jan 106 BC – 7 Dec 43 BC"
lachish_letters,Lachish letters c. 590 B.C.E.,Lachish letters c. 590 B.C.E.,
lachish_reliefs,Lachish reliefs c. 681 B.C.E.,Lachish reliefs c. 681 B.C.E.,
mesha_stele,Mesha Stele (Moabite stone) c. 840 B.C.E.,Mesha Stele (Moabite stone) c. 840 B.C.E.,
gilgamesh,Gilgamesh and Aga 𒇽𒆥𒄄𒀀𒀝𒂵,Gilgamesh and Aga 𒇽𒆥𒄄𒀀𒀝𒂵,
epic_gilgamesh,Epic of Gilgamesh (Sîn-lēqi-unninni),Epic of Gilgamesh (Sîn-lēqi-unninni),
oxyrhynchus,Oxyrhynchus Papyri,Oxyrhynchus Papyri,
p52,Rylands Library Papyrus P52,Rylands Library Papyrus P52,
daniel2_1,King Nebuchadnezzar,King Nebuchadnezzar,
daniel2_2,destroys Jerusalem,destroys Jerusalem,
daniel2_3,Conquers Babylon,Conquers Babylon,
daniel2_4,Cyrus decrees return,Cyrus decrees return,
daniel2_5,of Jews to Jerusalem,of Jews to Jerusalem,
daniel2_6,Alexander the Great,Alexander the Great,
daniel2_7,conquers Persia,conquers Persia,
daniel2_8,Rules over Israel,Rules over Israel,
daniel2_9,Destroys Jerusalem,Destroys Jerusalem,
daniel2_10,"During World War I,","During World War I,",
daniel2_11,Anglo-American World Power,Anglo-American World Power,
daniel2_12,comes into being,comes into being,
